AID	role	content	content_segmented	number	songtablet	action	book
9488	NULL	捧盆水，掃廳邊，忍尽(NULL,?)死氣	捧/盆/水/，/掃/廳/邊/，/忍/尽/(/NULL/,/?/)/死/氣	24.114	NULL	NULL	荔枝記--萬曆
9489	NULL	受赧一家人苦棄	受/赧/一/家人/苦/棄	24.115	NULL	NULL	荔枝記--萬曆
9490	旦白	死賊奴好大膽	死/賊/奴/好/大膽	24.116	NULL	NULL	荔枝記--萬曆
9491	春唱	阿娘莫怨伊，[rr]人大膽智	阿娘/莫/怨/伊/，/[/rr/]/人/大膽/智	24.117	NULL	NULL	荔枝記--萬曆
9492	NULL	怨恨赧資娘人辜負伊，青春了年紀	怨恨/赧/資/娘/人/辜負/伊/，/青春/了/年紀	24.118	NULL	NULL	荔枝記--萬曆
9493	白	阿娘[rrrr]	阿娘/[/rrrr/]	24.119	NULL	NULL	荔枝記--萬曆
9494	旦白	死鬼，有話ㄙ呾，值人不知	死/鬼/，/有/話/ㄙ呾/，/值/人/不/知	24.12	NULL	NULL	荔枝記--萬曆
9495	春唱	耽閣伊，亦耽閣赧交己	耽/閣/伊/，/亦/耽/閣/赧/交/己	24.121	NULL	NULL	荔枝記--萬曆
9496	白	阿娘，只事今做年主意	阿娘/，/只/事/今/做/年/主意	24.122	NULL	NULL	荔枝記--萬曆
9497	旦白	我不管你	我/不管/你	24.123	NULL	NULL	荔枝記--萬曆
9498	NULL	「頭是你起，尾是你宿」	「/頭/是/你/起/，/尾/是/你/宿/」	24.124	NULL	NULL	荔枝記--萬曆
9499	NULL	我無乜主意	我/無/乜/主意	24.125	NULL	NULL	荔枝記--萬曆
9500	春白	阿娘你記得：古人呾那不	阿娘/你/記得/：/古/人/呾/那/不	24.126	NULL	益春共阿娘不泄漏	荔枝記--萬曆
9501	旦白	古人在年呾	古/人/在/年/呾	24.127	NULL	NULL	荔枝記--萬曆
9502	春白	先時，鶯[rr]共張珙，在西廂下相逢著	先/時/，/鶯/[/rr/]/共/張/珙/，/在/西/廂/下/相逢/著	24.128	NULL	NULL	荔枝記--萬曆
9503	NULL	後來結成[女+連]娌	後來/結成/[/女/+/連/]/娌	24.129	NULL	NULL	荔枝記--萬曆
9504	NULL	赧不免來學伊人	赧/不免/來/學/伊/人	24.13	NULL	NULL	荔枝記--萬曆
9505	旦白	那畏赧學不親像伊人	那/畏/赧/學/不/親像/伊/人	24.131	NULL	NULL	荔枝記--萬曆
9506	春白	阿娘，學們夭要強伊	阿娘/，/學/們/夭/要/強/伊	24.132	NULL	NULL	荔枝記--萬曆
9507	NULL	肯不親像伊	肯/不/親像/伊	24.133	NULL	NULL	荔枝記--萬曆
9508	旦白	向年來學伊	向/年來/學/伊	24.134	NULL	NULL	荔枝記--萬曆
9509	春唱	只姻嫁卜學崔氏鶯[rr]	只/姻/嫁/卜/學/崔/氏/鶯/[/rr/]	24.135	NULL	NULL	荔枝記--萬曆
9510	NULL	共張珙西廂記	共/張/珙/西/廂/記	24.136	NULL	NULL	荔枝記--萬曆
9511	旦	你這說亦是理	你/這/說/亦是/理	24.137	前腔	NULL	荔枝記--萬曆
9512	NULL	我共你在心頭，切莫漏機	我/共/你/在/心頭/，/切莫/漏/機	24.138	NULL	NULL	荔枝記--萬曆
9513	春白	阿娘	阿娘	24.139	NULL	NULL	荔枝記--萬曆
9514	NULL	只是赧資娘人身背事，肯去漏機	只是/赧/資/娘/人身/背/事/，/肯/去/漏/機	24.14	NULL	NULL	荔枝記--萬曆
9515	旦唱	只是我當初發過誓	只是/我/當初/發/過/誓	24.141	NULL	NULL	荔枝記--萬曆
9516	NULL	一心恐畏伊人是不是	一/心/恐畏/伊/人/是/不是	24.142	NULL	NULL	荔枝記--萬曆
9517	春白	阿娘，是無疑了	阿娘/，/是/無疑/了	24.143	NULL	NULL	荔枝記--萬曆
9518	旦唱	看許世上人生親像	看/許/世上/人生/親像	24.144	NULL	NULL	荔枝記--萬曆
9519	NULL	恐畏乘機來假意	恐畏/乘/機/來/假意	24.145	NULL	NULL	荔枝記--萬曆
9520	春白	見是向疑，不微再叫來問伊	見/是/向/疑/，/不/微/再/叫/來/問/伊	24.146	NULL	NULL	荔枝記--萬曆
9521	旦白	益春，好叫來問伊不	益/春/，/好/叫/來/問/伊/不	24.147	NULL	NULL	荔枝記--萬曆
9522	春白	阿娘，伊自前是赧厝飼个	阿娘/，/伊/自/前/是/赧/厝/飼/个	24.148	NULL	NULL	荔枝記--萬曆
9523	NULL	某叫來問伊，畏做乜	某/叫/來/問/伊/，/畏/做/乜	24.149	NULL	NULL	荔枝記--萬曆
9524	旦唱	不免再叫，叫來使喚伊	不免/再/叫/，/叫/來/使/喚/伊	24.15	NULL	NULL	荔枝記--萬曆
9525	NULL	試問伊乜般說起	試問/伊/乜/般/說/起	24.151	NULL	NULL	荔枝記--萬曆
9526	NULL	然後成就姻緣未遲	然後/成就/姻緣/未/遲	24.152	NULL	NULL	荔枝記--萬曆
9527	白	益春，伊人今在值處	益/春/，/伊/人/今/在/值/處	24.153	NULL	益春喚陳三見阿娘	荔枝記--萬曆
9528	春白	伊今在赧花園內	伊/今/在/赧/花園/內	24.154	NULL	NULL	荔枝記--萬曆
9529	NULL	頭不梳，飯不食	頭/不/梳/，/飯/不/食	24.155	NULL	NULL	荔枝記--萬曆
9530	NULL	實是拽人心頭痛	實/是/拽/人心/頭痛	24.156	NULL	NULL	荔枝記--萬曆
9531	旦白	成鬼，你見向痛伊，做不去(NULL,几+身)伊	成/鬼/，/你/見/向/痛/伊/，/做/不/去/(/NULL/,/几/+/身/)/伊	24.157	NULL	NULL	荔枝記--萬曆
9532	NULL	你莫管，叫來粗罵一場乞伊	你/莫/管/，/叫/來/粗/罵/一/場/乞/伊	24.158	NULL	NULL	荔枝記--萬曆
9533	春白	阿娘，那是叫來問伊	阿娘/，/那/是/叫/來/問/伊	24.159	NULL	NULL	荔枝記--萬曆
9534	NULL	益春微去叫	益/春/微/去/叫	24.16	NULL	NULL	荔枝記--萬曆
9535	NULL	叫來罵伊，我不去叫	叫/來/罵/伊/，/我/不/去/叫	24.161	NULL	NULL	荔枝記--萬曆
9536	旦白	鬼子，你去叫，我不罵伊	鬼/子/，/你/去/叫/，/我/不/罵/伊	24.162	NULL	NULL	荔枝記--萬曆
9537	春白	向生，我就去	向/生/，/我/就/去	24.163	NULL	NULL	荔枝記--萬曆
9538	NULL	三兄在值處？阿娘叫使你	三/兄/在/值/處/？/阿娘/叫/使/你	24.164	NULL	NULL	荔枝記--萬曆
9539	生內白	待我來	待/我/來	24.165	NULL	NULL	荔枝記--萬曆
9540	唱	聽見益春叫一聲	聽見/益/春/叫/一/聲	24.166	NULL	NULL	荔枝記--萬曆
9541	NULL	心頭恍惚，半喜半驚	心頭/恍惚/，/半/喜/半/驚	24.167	NULL	NULL	荔枝記--萬曆
9542	NULL	莫是阮娘子，持起前人情	莫/是/阮/娘/子/，/持/起/前人/情	24.168	NULL	NULL	荔枝記--萬曆
9543	NULL	小心近前，直上繡廳	小心/近/前/，/直/上/繡/廳	24.169	NULL	NULL	荔枝記--萬曆
9544	NULL	愿天保庇，早就人情	愿/天/保庇/，/早/就/人情	24.17	NULL	NULL	荔枝記--萬曆
9545	NULL	配合佳期，月老註定	配合/佳期/，/月老/註定	24.171	NULL	NULL	荔枝記--萬曆
9546	白	阿娘，叫小人乜事	阿娘/，/叫/小人/乜/事	24.172	NULL	NULL	荔枝記--萬曆
9547	旦唱	陳三，真好死	陳三/，/真好/死	24.173	月兒高	NULL	荔枝記--萬曆
9548	生白	娘子叫小人出來，都無乜話	娘/子/叫/小人/出來/，/都/無/乜/話	24.174	NULL	NULL	荔枝記--萬曆
9549	NULL	聲[rr]句[rr]，押人去死	聲/[/rr/]/句/[/rr/]/，/押/人/去死	24.175	NULL	NULL	荔枝記--萬曆
9550	NULL	[rr]去不打緊	[/rr/]/去/不/打/緊	24.176	NULL	NULL	荔枝記--萬曆
9551	NULL	陳三今日「雲眅正開，目眅正上」	陳三/今/日/「/雲/眅/正/開/，/目/眅/正/上/」	24.177	NULL	NULL	荔枝記--萬曆
9552	NULL	死不忒可惜哖	死/不/忒/可惜/哖	24.178	NULL	NULL	荔枝記--萬曆
9553	旦唱	敢說乜話[口+切]	敢/說/乜/話/[/口/+/切/]	24.179	NULL	NULL	荔枝記--萬曆
9554	生白	陳三今日屈身做奴	陳三/今/日/屈/身/做/奴	24.18	NULL	NULL	荔枝記--萬曆
9555	NULL	就是人厝「床下狗」一般	就是/人/厝/「/床/下/狗/」/一般	24.181	NULL	陳三被阿娘激罵一場	荔枝記--萬曆
9556	NULL	夭有乜話通到阮呾	夭/有/乜/話/通/到/阮/呾	24.182	NULL	NULL	荔枝記--萬曆
9557	旦唱	益春面前好罵我無倖止	益/春/面前/好/罵/我/無/倖/止	24.183	NULL	NULL	荔枝記--萬曆
9558	生白	阿娘許一个益春簡子	阿娘/許/一/个/益/春/簡/子	24.184	NULL	NULL	荔枝記--萬曆
9559	NULL	生事呾話，一半聽伊，一半殰聽伊	生事/呾/話/，/一半/聽/伊/，/一半/殰/聽/伊	24.185	NULL	NULL	荔枝記--萬曆
9560	旦白	益春呾个，且放一邊	益/春/呾/个/，/且/放/一邊	24.186	NULL	NULL	荔枝記--萬曆
9561	NULL	只一張是乜骨頭書	只/一/張/是/乜/骨頭/書	24.187	NULL	NULL	荔枝記--萬曆
9562	NULL	字來是乜人寫了	字/來/是/乜人/寫/了	24.188	NULL	NULL	荔枝記--萬曆
9563	生唱	阿娘是乜書？陳三都不識字	阿娘/是/乜/書/？/陳三/都/不/識/字	24.189	NULL	NULL	荔枝記--萬曆
9564	旦唱	暗書遞來，敢說是在年	暗/書/遞/來/，/敢/說/是/在/年	24.19	NULL	NULL	荔枝記--萬曆
9565	生白	許是陳三一時結氣，無見識	許/是/陳三/一時/結/氣/，/無/見識	24.191	NULL	NULL	荔枝記--萬曆
9566	NULL	某亂寫，望娘子莫惱	某/亂/寫/，/望/娘/子/莫/惱	24.192	NULL	NULL	荔枝記--萬曆
9567	旦唱	[]你是乜般人子兒	[/]/你/是/乜/般/人/子/兒	24.193	NULL	NULL	荔枝記--萬曆
9568	NULL	緣何來到只？乞人做奴婢	緣/何/來到/只/？/乞/人/做/奴/婢	24.194	NULL	NULL	荔枝記--萬曆
9569	生白	娘子說著陳三做奴起來	娘/子/說/著/陳三/做/奴/起來	24.195	NULL	NULL	荔枝記--萬曆
9570	NULL	銕打心肝心亦酸	銕/打/心肝/心/亦/酸	24.196	NULL	NULL	荔枝記--萬曆
9571	唱	見說潮城好，心願要得桃	見/說/潮/城/好/，/心願/要/得/桃	24.197	NULL	NULL	荔枝記--萬曆
9572	旦白	我且問你	我/且/問/你	24.198	NULL	NULL	荔枝記--萬曆
9573	NULL	得桃，無乜花街柳巷，不中你得桃	得/桃/，/無/乜/花/街/柳巷/，/不/中/你/得/桃	24.199	NULL	NULL	荔枝記--萬曆
9574	NULL	走來人厝做奴，向好得桃	走來/人/厝/做/奴/，/向/好得/桃	24.2	NULL	NULL	荔枝記--萬曆
9575	生唱	做奴為一事，是我真故做	做/奴/為/一/事/，/是/我/真/故/做	24.201	NULL	NULL	荔枝記--萬曆
9576	旦白	做乜向故做	做/乜/向/故/做	24.202	NULL	NULL	荔枝記--萬曆
9577	生唱	因見花馨，著花暗刈，不成進共退	因/見/花/馨/，/著/花/暗/刈/，/不/成/進/共/退	24.203	NULL	NULL	荔枝記--萬曆
9578	旦白	不成進退ㄙ轉去，值人留你	不/成/進退/ㄙ/轉去/，/值/人/留/你	24.204	NULL	阿娘共陳三敘前情話	荔枝記--萬曆
9579	生白	娘子在年即向無人情	娘/子/在/年/即/向/無人情	24.205	NULL	NULL	荔枝記--萬曆
9580	旦白	賊奴，我共你是乜人情	賊/奴/，/我/共/你/是/乜人/情	24.206	NULL	NULL	荔枝記--萬曆
9581	生唱	花今見我無情，夜日空煩惱	花/今/見/我/無情/，/夜/日/空/煩惱	24.207	NULL	NULL	荔枝記--萬曆
9582	旦白	一日食了飯，腳長褲白，閑呾	一/日食/了/飯/，/腳/長/褲/白/，/閑呾	24.208	NULL	NULL	荔枝記--萬曆
9583	NULL	煩是乜惱	煩/是/乜/惱	24.209	NULL	NULL	荔枝記--萬曆
9584	生白	娘	娘	24.21	NULL	NULL	荔枝記--萬曆
9585	旦白	值人是你娘	值/人/是/你/娘	24.211	NULL	NULL	荔枝記--萬曆
9586	生白	娘子是阮娘	娘/子/是/阮/娘	24.212	NULL	NULL	荔枝記--萬曆
9587	旦白	想老你	想/老/你	24.213	NULL	NULL	荔枝記--萬曆
9588	生唱	看伊人言語，亦無半句好	看/伊/人/言語/，/亦/無/半/句/好	24.214	NULL	NULL	荔枝記--萬曆
9589	NULL	枉耽閣，我一身不去	枉/耽/閣/，/我/一/身/不/去	24.215	NULL	NULL	荔枝記--萬曆
9590	NULL	住只處，乜下落	住/只/處/，/乜/下落	24.216	NULL	NULL	荔枝記--萬曆
9591	旦白	益春[rrrr]。…行開乞人過	益/春/[/rrrr/]/。/…/行/開/乞/人/過	24.217	NULL	NULL	荔枝記--萬曆
9592	唱	陳三莫忙降，膽大驚殺人	陳三/莫/忙/降/，/膽/大/驚/殺人	24.218	NULL	NULL	荔枝記--萬曆
9593	生白	阿娘，只一下殰怪	阿娘/，/只/一下/殰/怪	24.219	NULL	NULL	荔枝記--萬曆
9594	NULL	小人，一時切去忙[rr]	小人/，/一時/切/去/忙/[/rr/]	24.22	NULL	NULL	荔枝記--萬曆
9595	NULL	誤叫娘子入去了，不微夭敢	誤/叫/娘/子/入去/了/，/不/微/夭/敢	24.221	NULL	NULL	荔枝記--萬曆
9596	旦白	體許世上人飼奴，亦識上中下	體/許/世上/人/飼/奴/，/亦/識/上/中下	24.222	NULL	NULL	荔枝記--萬曆
9597	生白	娘子，飼奴那親像陳三障生	娘/子/，/飼/奴/那親像/陳三/障/生	24.223	NULL	NULL	荔枝記--萬曆
9598	NULL	加飼幾个亦好	加/飼/幾/个/亦/好	24.224	NULL	NULL	荔枝記--萬曆
9599	旦白	無人要聽你白賊	無/人/要/聽/你/白賊	24.225	NULL	NULL	荔枝記--萬曆
9600	唱	看許世上人飼簡，亦識尊卑	看/許/世上/人/飼/簡/，/亦/識/尊/卑	24.226	NULL	NULL	荔枝記--萬曆
9601	生白	陳三極有尊卑	陳三/極/有/尊/卑	24.227	NULL	NULL	荔枝記--萬曆
9602	旦唱	你做人奴，敢來腳手動	你/做人/奴/，/敢/來/腳手/動	24.228	NULL	NULL	荔枝記--萬曆
9603	白	陳三你跪只處,我問你	陳三/你/跪/只/處/,/我/問/你	24.229	NULL	NULL	荔枝記--萬曆
9604	生白	有話ㄙ呾，要人跪乜事	有/話/ㄙ呾/，/要人/跪/乜/事	24.23	NULL	阿娘令陳三跪下	荔枝記--萬曆
9605	NULL	阮丈夫人腳踏黃金	阮/丈夫/人/腳踏/黃金	24.231	NULL	NULL	荔枝記--萬曆
9606	NULL	背跪恁資娘人	背/跪/恁/資/娘/人	24.232	NULL	NULL	荔枝記--萬曆
9607	旦白	你不肯跪	你/不/肯/跪	24.233	NULL	NULL	荔枝記--萬曆
9608	NULL	我將只封書，持去乞阿爹知	我/將/只/封/書/，/持/去/乞/阿爹/知	24.234	NULL	NULL	荔枝記--萬曆
9609	NULL	便是奴婢欺主	便/是/奴/婢/欺/主	24.235	NULL	NULL	荔枝記--萬曆
9610	NULL	許時，入法，想你要死，又殰得死	許/時/，/入/法/，/想/你/要/死/，/又/殰/得/死	24.236	NULL	NULL	荔枝記--萬曆
9611	生唱	嗏，念我受苦痛，可憐陳三	嗏/，/念/我/受苦/痛/，/可憐/陳三	24.237	NULL	NULL	荔枝記--萬曆
9612	NULL	千鄉萬里，無親人	千/鄉/萬里/，/無/親人	24.238	NULL	NULL	荔枝記--萬曆
9613	白	娘子，今跪在只	娘/子/，/今/跪/在/只	24.239	NULL	NULL	荔枝記--萬曆
9614	旦白	你今旦不跪，今又跪乜事	你/今/旦/不/跪/，/今/又/跪/乜/事	24.24	NULL	NULL	荔枝記--萬曆
9615	生白	阿娘，「理法所拘，燈心縛人亦倒」	阿娘/，/「/理法/所/拘/，/燈心/縛/人/亦/倒/」	24.241	NULL	NULL	荔枝記--萬曆
9616	旦白	你那是畏阿爹，都不畏我	你/那/是/畏/阿爹/，/都/不/畏/我	24.242	NULL	NULL	荔枝記--萬曆
9617	生白	畏阿爹，畏阿媽，亦畏阿娘	畏/阿爹/，/畏/阿媽/，/亦/畏/阿娘	24.243	NULL	NULL	荔枝記--萬曆
9618	旦白	做年呾？你是乜家人子兒	做/年/呾/？/你/是/乜/家人/子/兒	24.244	NULL	NULL	荔枝記--萬曆
9619	NULL	起來同頭說乞我聽一下	起來/同/頭/說/乞/我/聽/一下	24.245	NULL	NULL	荔枝記--萬曆
9620	生白	娘子牽阮起來	娘/子/牽/阮/起來	24.246	NULL	NULL	荔枝記--萬曆
9621	旦白	你有話，且起來呾	你/有/話/，/且/起來/呾	24.247	NULL	NULL	荔枝記--萬曆
9622	NULL	那要阮牽你，且借跪一下	那/要/阮/牽/你/，/且/借/跪/一下	24.248	NULL	NULL	荔枝記--萬曆
9623	生白	向生，阮就起來	向/生/，/阮/就/起來	24.249	NULL	NULL	荔枝記--萬曆
9624	生唱	娘子聽阮說起離	娘/子/聽/阮/說/起/離	24.25	醉扶歸	NULL	荔枝記--萬曆
9625	NULL	我是官員有蔭人子兒	我/是/官員/有/蔭/人/子/兒	24.251	NULL	NULL	荔枝記--萬曆
9626	旦白	既是官員人子	既是/官員/人/子	24.252	NULL	NULL	荔枝記--萬曆
9627	NULL	做乜肯做障般勾當	做/乜/肯/做/障/般/勾當	24.253	NULL	NULL	荔枝記--萬曆
9628	生白	嗎，阿娘。著許荔枝虧苦	嗎/，/阿娘/。/著/許/荔枝/虧/苦	24.254	NULL	NULL	荔枝記--萬曆
9629	旦白	無人聽你，一旦茹呾	無/人/聽/你/，/一旦/茹/呾	24.255	NULL	陳三取出荔枝為証	荔枝記--萬曆
9630	生白	娘子雖不記得	娘/子/雖/不/記得	24.256	NULL	NULL	荔枝記--萬曆
9631	NULL	小人還夭記得，定時定日	小人/還/夭/記得/，/定/時/定/日	24.257	NULL	NULL	荔枝記--萬曆
9632	旦白	無乜定時定日	無/乜/定/時/定/日	24.258	NULL	NULL	荔枝記--萬曆
9633	生唱	六月初六，樓下共娘相見	六月/初/六/，/樓/下/共/娘/相見	24.259	NULL	NULL	荔枝記--萬曆
9634	旦白	阮六月初六共亦有人相見	阮/六月/初/六/共/亦/有/人/相見	24.26	NULL	NULL	荔枝記--萬曆
9635	NULL	未曾見你一个儕子	未曾/見/你/一/个/儕/子	24.261	NULL	NULL	荔枝記--萬曆
9636	生唱	今旦反面不認我	今/旦/反面/不/認/我	24.262	NULL	NULL	荔枝記--萬曆
9637	NULL	是娘你忒不倖止	是/娘/你/忒/不/倖/止	24.263	NULL	NULL	荔枝記--萬曆
9638	旦白	你夭知呾無倖止	你/夭/知/呾/無/倖/止	24.264	NULL	NULL	荔枝記--萬曆
9639	NULL	你來潮州障久不轉去	你/來/潮州/障/久/不/轉去	24.265	NULL	NULL	荔枝記--萬曆
9640	NULL	恁後頭人夭罵你無倖止	恁/後頭/人/夭/罵/你/無/倖/止	24.266	NULL	NULL	荔枝記--萬曆
9641	生唱	勸你莫帶疑	勸/你/莫/帶疑	24.267	NULL	NULL	荔枝記--萬曆
9642	NULL	阮再不肯騙恁重妻娶妻	阮/再/不/肯/騙/恁/重/妻/娶妻	24.268	NULL	NULL	荔枝記--萬曆
9643	旦白	只人即是好笑	只/人/即/是/好笑	24.269	NULL	NULL	荔枝記--萬曆
9644	NULL	那要恁有錢本	那/要/恁/有錢/本	24.27	NULL	NULL	荔枝記--萬曆
9645	NULL	倖下个亦不共阮事	倖/下/个/亦/不/共/阮/事	24.271	NULL	NULL	荔枝記--萬曆
9646	生唱	今旦虧心不認阮	今/旦/虧心/不/認/阮	24.272	NULL	NULL	荔枝記--萬曆
9647	NULL	討只荔枝擲阮做乜	討/只/荔枝/擲/阮/做/乜	24.273	NULL	NULL	荔枝記--萬曆
9648	旦白	即是好快手	即/是/好/快/手	24.274	NULL	NULL	荔枝記--萬曆
9649	NULL	物持出來又持走乜事	物/持/出來/又/持/走/乜/事	24.275	NULL	NULL	荔枝記--萬曆
9650	生白	阿娘殰反面	阿娘/殰/反面	24.276	NULL	NULL	荔枝記--萬曆
9651	旦白	是乜物，都不呾明	是/乜/物/，/都/不/呾/明	24.277	NULL	NULL	荔枝記--萬曆
9652	生白	土名叫做荔枝个	土名/叫做/荔枝/个	24.278	NULL	NULL	荔枝記--萬曆
9653	旦唱	六月時，值處討無只荔枝	六月/時/，/值/處/討/無/只/荔枝	24.279	NULL	NULL	荔枝記--萬曆
9654	生白	荔枝雖有	荔枝/雖/有	24.28	NULL	NULL	荔枝記--萬曆
9655	NULL	不如娘子親手擲阮个	不如/娘/子/親手/擲/阮/个	24.281	NULL	NULL	荔枝記--萬曆
9656	旦唱	知得是不是	知/得/是/不是	24.282	NULL	阿娘問陳三取荔枝	荔枝記--萬曆
9657	生白	既不是，就還阮	既/不是/，/就/還/阮	24.283	NULL	NULL	荔枝記--萬曆
9658	旦白	物且借體一下，就搶去乜事	物/且/借/體/一下/，/就/搶/去/乜/事	24.284	NULL	NULL	荔枝記--萬曆
9659	生白	娘子真正不認，今夭體伊好做乜	娘/子/真正/不/認/，/今/夭/體/伊/好/做/乜	24.285	NULL	NULL	荔枝記--萬曆
9660	NULL	果是要體，ㄙ志誠[rrrr]年	果/是/要/體/，/ㄙ/志/誠/[/rrrr/]/年	24.286	NULL	NULL	荔枝記--萬曆
9661	NULL	來小人只襖袖裏撏去體	來/小人/只/襖/袖/裏/撏/去/體	24.287	NULL	NULL	荔枝記--萬曆
9662	旦白	我苦嘮，味是藥朴	我苦/嘮/，/味/是/藥/朴	24.288	NULL	NULL	荔枝記--萬曆
9663	生白	阿娘，不是藥朴。同三年控到今	阿娘/，/不是/藥/朴/。/同/三/年/控/到今	24.289	NULL	NULL	荔枝記--萬曆
9664	旦唱	只我持荔枝，挫手擲著伊	只/我/持/荔枝/，/挫/手/擲/著/伊	24.29	NULL	NULL	荔枝記--萬曆
9665	生白	娘子，好一个挫手，擲著陳三	娘/子/，/好/一/个/挫/手/，/擲/著/陳三	24.291	NULL	NULL	荔枝記--萬曆
9666	NULL	那叫擲阮簡子，將如之何	那/叫/擲/阮/簡/子/，/將/如/之/何	24.292	NULL	NULL	荔枝記--萬曆
9667	旦白	縱是，今亦久了，百事皆休	縱/是/，/今/亦/久/了/，/百/事/皆/休	24.293	NULL	NULL	荔枝記--萬曆
9668	生白	娘子，實是不記得了	娘/子/，/實/是/不/記得/了	24.294	NULL	NULL	荔枝記--萬曆
9669	旦唱	障般事，一過去，誰會記得伊	障/般/事/，/一/過去/，/誰/會記得/伊	24.295	NULL	NULL	荔枝記--萬曆
9670	生白	娘子，你夭「口共心肝頭相趁」	娘/子/，/你/夭/「/口/共心/肝/頭/相趁/」	24.296	NULL	NULL	荔枝記--萬曆
9671	旦唱	陳三你莫嘮[口+營]，胡說話[口+切]。你……	陳三/你/莫/嘮/[/口/+/營/]/，/胡說/話/[/口/+/切/]/。/你/…/…	24.297	NULL	NULL	荔枝記--萬曆
9672	生白	阿娘乜事	阿娘/乜/事	24.298	NULL	NULL	荔枝記--萬曆
9673	旦白	值人叫你	值/人/叫/你	24.299	NULL	NULL	荔枝記--萬曆
9674	生白	只四邊無人，那是娘子共阮在只	只/四邊/無/人/，/那/是/娘/子/共/阮/在/只	24.3	NULL	NULL	荔枝記--萬曆
9675	旦唱	既然是你，馬今夭在值	既然/是/你/，/馬/今/夭/在/值	24.301	NULL	NULL	荔枝記--萬曆
9676	生白	娘子，說著馬起來	娘/子/，/說/著/馬/起來	24.302	NULL	NULL	荔枝記--萬曆
9677	NULL	若無只馬，亦袂得共阿娘相見	若無/只/馬/，/亦/袂得/共/阿娘/相見	24.303	NULL	NULL	荔枝記--萬曆
9678	唱	我有馬袂做主	我/有/馬/袂/做主	24.304	NULL	陳三掃地	荔枝記--萬曆
9679	旦白	你是男子，那個有馬袂做主	你/是/男子/，/那/個/有/馬/袂/做主	24.305	NULL	NULL	荔枝記--萬曆
9680	生唱	送乞磨鏡師父人去	送/乞/磨/鏡/師父/人/去	24.306	NULL	NULL	荔枝記--萬曆
9681	旦白	馬，要送乞磨鏡人去乜事	馬/，/要/送/乞/磨/鏡/人/去/乜/事	24.307	NULL	NULL	荔枝記--萬曆
9682	生唱	學伊人手藝，要來見娘	學/伊/人手/藝/，/要/來/見/娘	24.308	NULL	NULL	荔枝記--萬曆
9683	旦白	不知要來見阮好做乜	不/知/要/來/見/阮/好/做/乜	24.309	NULL	NULL	荔枝記--萬曆
9684	生白	那望娘子共阮做成夫妻	那/望/娘/子/共/阮/做/成/夫妻	24.31	NULL	NULL	荔枝記--萬曆
9685	旦白	做你肉頭妻，賊奴走	做/你/肉/頭/妻/，/賊/奴/走	24.311	NULL	NULL	荔枝記--萬曆
9686	生唱	人罵我千聲，不敢應一半句	人/罵/我/千/聲/，/不/敢/應/一半/句	24.312	NULL	NULL	荔枝記--萬曆
9687	旦白	出來，厝都不掃，是乜話向多	出來/，/厝/都/不/掃/，/是/乜/話/向/多	24.313	NULL	NULL	荔枝記--萬曆
9688	生唱	你見我障生，豈會掃乜厝	你/見/我/障/生/，/豈會/掃/乜/厝	24.314	NULL	NULL	荔枝記--萬曆
9689	白	娘子呾赧不掃厝	娘/子/呾赧/不/掃/厝	24.315	NULL	NULL	荔枝記--萬曆
9690	NULL	我不免來行掃一下	我/不免/來/行/掃/一下	24.316	NULL	NULL	荔枝記--萬曆
9691	旦白	掃亦不是厝，狀一下	掃/亦/不是/厝/，/狀/一下	24.317	NULL	NULL	荔枝記--萬曆
9692	生白	阿娘走起，乞小人掃	阿娘/走/起/，/乞/小人/掃	24.318	NULL	NULL	荔枝記--萬曆
9693	旦白	今殰掃	今/殰/掃	24.319	NULL	NULL	荔枝記--萬曆
9694	生白	今旦罵阮不掃，今又押阮殰掃	今/旦/罵/阮/不/掃/，/今/又/押/阮/殰/掃	24.32	NULL	NULL	荔枝記--萬曆
9695	旦白	恐畏掃辛苦，無人通伏事你	恐畏/掃/辛苦/，/無/人/通/伏/事/你	24.321	NULL	NULL	荔枝記--萬曆
9696	生白	娘子亦有只回心轉意處	娘/子/亦/有/只/回心轉意/處	24.322	NULL	NULL	荔枝記--萬曆
9697	唱	一身全望娘做主	一/身/全/望/娘/做主	24.323	NULL	NULL	荔枝記--萬曆
9698	旦白	益春[rrrr]！行開乞人入去	益/春/[/rrrr/]/！/行/開/乞/人/入去	24.324	NULL	NULL	荔枝記--萬曆
9699	NULL	你殰膽，人知你微死嘮	你/殰/膽/，/人/知/你/微/死/嘮	24.325	NULL	NULL	荔枝記--萬曆
9700	生白	阿娘既惱就放恁入去	阿娘/既/惱/就/放/恁/入去	24.326	NULL	陳三哀求阿娘姻事	荔枝記--萬曆
9701	旦白	過微乞人過去	過/微/乞/人/過去	24.327	NULL	NULL	荔枝記--萬曆
9702	NULL	某討一个腳長[rr]，閘人乜事	某/討/一/个/腳/長/[/rr/]/，/閘/人/乜/事	24.328	NULL	NULL	荔枝記--萬曆
9703	生白	那是只一个腳可惡	那/是/只/一/个/腳/可惡	24.329	NULL	NULL	荔枝記--萬曆
9704	唱	今來見娘面	今/來/見/娘/面	24.33	NULL	NULL	荔枝記--萬曆
9705	NULL	望娘做在年共阮區處	望/娘/做/在/年/共/阮/區/處	24.331	NULL	NULL	荔枝記--萬曆
