UID	content	so	ti	pl	ps	book
1214	所以干乾看見右旁的講烏象、	59	c	60.02	NULL	語苑十二
1215	看見倒旁的講白象、對頭前看見的	59	c	60.03	NULL	語苑十二
1216	都有白有烏即講是花色的。	59	c	60.04	NULL	語苑十二
1217	更有一項、人在飼蠶仔、	59	c	60.05	NULL	語苑十二
1218	早起時看是虫、下晡看一粒口仔、	59	c	60.06	NULL	語苑十二
1219	明仔再與提出來看親像一粒土荳仁、	59	c	60.07	NULL	語苑十二
1220	隔一半日又變做飛蝶出來	59	c	60.08	NULL	語苑十二
1221	亦就能公牡相伨、	59	c	60.09	NULL	語苑十二
1222	更放蛋來變做蠶仔。	59	c	60.1	NULL	語苑十二
1223	總是若要攏不曾看見的人、	59	c	60.11	NULL	語苑十二
1224	聽了就真僥疑。	59	c	60.12	NULL	語苑十二
1225	親像恁三個子也是	59	c	61.01	NULL	語苑十二
1226	看見象的彼欵的人、	59	c	61.02	NULL	語苑十二
1227	有看蠶仔化育的一部	59	c	61.03	NULL	語苑十二
1228	的確要執自己的見識來敢能冤家。	59	c	61.04	NULL	語苑十二
1229	世間的事情實在真濶大、	59	c	61.05	NULL	語苑十二
1230	用自己有少許的智識	59	c	61.06	NULL	語苑十二
1231	就要與伊斷講是怎樣親像	59	c	61.07	NULL	語苑十二
1232	適仔在講彼欵的就愛彼人笑。	59	c	61.08	NULL	語苑十二
1233	NULL	59	c	61	NULL	語苑十二
1234	有一個好額人、	59	c	61.01	NULL	語苑十二
1235	inu厝倩著一個當差伊是較少年、	59	c	61.02	NULL	語苑十二
1236	不拘不管創甚麼事情、不止抄掠、	59	c	62.01	NULL	語苑十二
1237	早起時睏起來、隨時提面桶去盛水、	59	c	62.02	NULL	語苑十二
1238	齒刡與齒粉攏栓辨了、	59	c	62.03	NULL	語苑十二
1239	給頭家好洗面。頭家在洗面的中間、	59	c	62.04	NULL	語苑十二
1240	拭煙吹與煙盤尚更提火好食煙、	59	c	62.05	NULL	語苑十二
1241	更泡茶、觀音聯彼點燈火、	59	c	62.06	NULL	語苑十二
1242	尚若是inu頭家要寫批、	59	c	62.07	NULL	語苑十二
1243	隨是提墨盤來磨墨紙	59	c	62.08	NULL	語苑十二
1244	與少刀續提來給伊用、	59	c	62.09	NULL	語苑十二
1245	不管甚麼事情都創到此呢抄掠的人。	59	c	62.1	NULL	語苑十二
1246	有一時inu頭家感著風、不快活、	59	c	62.11	NULL	語苑十二
1247	想要口斗伊做事情、	59	c	62.12	NULL	語苑十二
1248	不居伊無在得、不知何位去、	59	c	63.01	NULL	語苑十二
1249	攏無看見。	59	c	63.02	NULL	語苑十二
1250	就inu頭家在煩惱尋伊的時候、	59	c	63.03	NULL	語苑十二
1251	適適伊返來、頭家續問伊去何位。	59	c	63.04	NULL	語苑十二
1252	伊應頭家講、昨暝看汝的面色、	59	c	63.05	NULL	語苑十二
1253	無甚麼爽快的欵式、	59	c	63.06	NULL	語苑十二
1254	所以早起我去請先生來要與汝看。	59	c	63.07	NULL	語苑十二
1255	inu頭家聽了此句話、續稱讚伊、	59	c	63.08	NULL	語苑十二
1256	汝要創甚麼事情都較活動、	59	c	63.09	NULL	語苑十二
1257	不止感服。就如此頭家給醫生看、	59	c	63.1	NULL	語苑十二
1258	更食藥四五日久、總是伊的病、	59	c	63.11	NULL	語苑十二
1259	攏沒好、直直不好去。	59	c	63.12	NULL	語苑十二
1260	有一時inu頭家的病、較不好、	59	c	64.01	NULL	語苑十二
1261	要口斗伊去請醫生、伊便無在得、	59	c	64.02	NULL	語苑十二
1262	家內的人四界在循尋、伊適適返來、	59	c	64.03	NULL	語苑十二
1263	inu頭家問伊去何去。伊就講、	59	c	64.04	NULL	語苑十二
1264	汝的病今直直不好的款、	59	c	64.05	NULL	語苑十二
1265	所以我即去和尚彼通知、	59	c	64.06	NULL	語苑十二
1266	順序去棺柴店、備辨棺柴即返來。	59	c	64.07	NULL	語苑十二
1267	NULL	59	d	54	NULL	語苑十二
1268	在早支那齊國的威王座位第八年、	59	d	54.01	NULL	語苑十二
1269	楚國有起真多兵、	59	d	54.02	NULL	語苑十二
1270	要來攻擊齊國。	59	d	54.03	NULL	語苑十二
1271	威王就差淳于髠、去趙國請救兵、	59	d	55.01	NULL	語苑十二
1272	亦送趙國的一百銀、更四十隻馬、	59	d	55.02	NULL	語苑十二
1273	淳于髠想彼號禮物傷少、就好笑、	59	d	55.03	NULL	語苑十二
1274	講我今仔日對東邊彼來、	59	d	55.04	NULL	語苑十二
1275	看見一個作出人、	59	d	55.05	NULL	語苑十二
1276	排一支猪腳與一鐘酒、	59	d	55.06	NULL	語苑十二
1277	燒香求神在講、著保庇、	59	d	55.07	NULL	語苑十二
1278	被我的高田低田攏好收成、	59	d	55.08	NULL	語苑十二
1279	被我的五穀滿滿、是大笨留細笨張、	59	d	55.09	NULL	語苑十二
1280	有可食有可chio。	59	d	55.1	NULL	語苑十二
1281	我看伊所用的物真少、	59	d	55.11	NULL	語苑十二
1282	伊所求的向望真大、所以即此欲笑。	59	d	55.12	NULL	語苑十二
1283	威王聽了知伊的意思、	59	d	55.13	NULL	語苑十二
1284	就加添黃金二萬兩、	59	d	55.14	NULL	語苑十二
1285	白玉二十塊、馬四百匹、	59	d	56.01	NULL	語苑十二
1286	車亦干百張、淳于髠即去趙國、	59	d	56.02	NULL	語苑十二
1287	果然借著精兵十萬、戰車一千張、	59	d	56.03	NULL	語苑十二
1288	楚國的兵聽見此號事情、	59	d	56.04	NULL	語苑十二
1289	即透暝走囘去。	59	d	56.05	NULL	語苑十二
1290	我看台灣人信神明抑是信佛祖、	59	d	56.06	NULL	語苑十二
1291	親像與彼個作田人相同、	59	d	56.07	NULL	語苑十二
1292	自己買二三文仔金、香燭、	59	d	56.08	NULL	語苑十二
1293	抑是備辨淡薄無油無鹽的物、	59	d	56.09	NULL	語苑十二
1294	携到廟內去、孝想要求錢財、	59	d	56.1	NULL	語苑十二
1295	求福氣、尚是求生子。	59	d	56.11	NULL	語苑十二
1296	好幸哉彼等神明佛祖有目睭沒能看、	59	d	56.12	NULL	語苑十二
1297	有耳孔沒能聽、有鼻孔亦不知嚊香、	59	d	57.01	NULL	語苑十二
1298	若有少許靈聖、抑是智識、	59	d	57.02	NULL	語苑十二
1299	看見人用此欵粗俗的香、	59	d	57.03	NULL	語苑十二
1300	燭無影的金銀、	59	d	57.04	NULL	語苑十二
1301	與彼個食沒入嘴的祭物、	59	d	57.05	NULL	語苑十二
1302	來求一概的福氣、	59	d	57.06	NULL	語苑十二
1303	較加嗎將彼等人赶出門外	59	d	57.07	NULL	語苑十二
1304	續責備彼等人講、您看我是土捏的、	59	d	57.08	NULL	語苑十二
1305	柴刻的、沒能分別真假香臭、	59	d	57.09	NULL	語苑十二
1306	即用此號物來騙我麼、我見看彼等、	59	d	57.1	NULL	語苑十二
1307	見想如此、見想如此、見能欲笑。	59	d	57.11	NULL	語苑十二
1308	NULL	59	d	60	NULL	語苑十二
1309	有一所在、有二個兄弟仔、	59	d	60.01	NULL	語苑十二
1310	大的是戆直、又更不識字、	59	d	60.02	NULL	語苑十二
1311	細的是較巧與識字、	59	d	60.03	NULL	語苑十二
1312	兄弟仔已經分家伙了、	59	d	60.04	NULL	語苑十二
1313	大的是在耕農、	59	d	60.05	NULL	語苑十二
1314	細的是在被人倩做掌櫃、	59	d	60.06	NULL	語苑十二
1315	大的不止勤儉、無若久續好額、	59	d	60.07	NULL	語苑十二
1316	即想要開杉行、想要自己按、	59	d	60.08	NULL	語苑十二
1317	較輸不識字、即想要量約記、	59	d	60.09	NULL	語苑十二
1318	賣一枝畫一kia	59	d	60.1	NULL	語苑十二
1319	伊的小弟聽見自己的兄開杉行、	59	d	61.01	NULL	語苑十二
1320	想要返來與伊按、	59	d	61.02	NULL	語苑十二
1321	適撞伊的兄無在得、去賬房看、	59	d	61.03	NULL	語苑十二
1322	看見inu兄的賬簿、	59	d	61.04	NULL	語苑十二
1323	就畫一kiakiakia、	59	d	61.05	NULL	語苑十二
1324	即吐大氣講、時也、命也、	59	d	61.06	NULL	語苑十二
1325	將命字寫在賬簿內、做伊去、	59	d	61.07	NULL	語苑十二
1326	無若久inu兄返來、	59	d	61.08	NULL	語苑十二
1327	適適人來要買杉仔、	59	d	61.09	NULL	語苑十二
1328	掀賬簿起來看、看見記一尾魴仔魚、	59	d	61.1	NULL	語苑十二
1329	真受氣講甚人賣魴仔魚的賬	59	d	61.11	NULL	語苑十二
1330	記在我的杉仔賬簿、真無法度的人、	59	d	61.12	NULL	語苑十二
1331	如此在哭父的時、	59	d	61.13	NULL	語苑十二
1332	在等候的買杉仔的、敢要開車、	59	d	61.14	NULL	語苑十二
1333	不識字想著真費氣、	59	d	61.15	NULL	語苑十二
1334	即講現錢買賣何著開單、	59	d	62.01	NULL	語苑十二
1335	買杉仔的講、這不是我自己要買的、	59	d	62.02	NULL	語苑十二
1336	驚人講趁價腳、彼時想了無法度、	59	d	62.03	NULL	語苑十二
1337	即提格仔紙照賬的款、畫一枝枝枝、	59	d	62.04	NULL	語苑十二
1338	即問大名號做甚、買杉仔的講、	59	d	62.05	NULL	語苑十二
1339	小名千仔、不識字想無、	59	d	62.06	NULL	語苑十二
1340	即點一千點、點真久即了、	59	d	62.07	NULL	語苑十二
1341	彼時適撞買杉仔的問講何開彼久、	59	d	62.08	NULL	語苑十二
1342	即講汝是號做千仔、要是號做萬仔、	59	d	62.09	NULL	語苑十二
1343	尚著有可等一睏仔、	59	d	62.1	NULL	語苑十二
1344	彼敢不是真好笑。	59	d	62.11	NULL	語苑十二
1345	NULL	59	d	63	NULL	語苑十二
1346	有一個輕忽的人在得、	59	d	63.01	NULL	語苑十二
1347	常常伊在路裡遇著長輩的人、	59	d	63.02	NULL	語苑十二
1348	不知禮數、所以有一個朋友與伊講、	59	d	63.03	NULL	語苑十二
1349	以後汝若是遇著長輩的人的時候、	59	d	63.04	NULL	語苑十二
1350	的確著帽子脫起來講行禮的話	59	d	63.05	NULL	語苑十二
1351	即是應該然的、若無如此、	59	d	63.06	NULL	語苑十二
1352	彼是號做失禮了。輕忽的人講好好、	59	d	63.07	NULL	語苑十二
1353	以後我的確帽仔脫起來給汝看。	59	d	63.08	NULL	語苑十二
1354	有一日伊在街裡、	59	d	64.01	NULL	語苑十二
1355	遇著隔壁的讀書人、	59	d	64.02	NULL	語苑十二
1356	伊想著此候適適較好的機會、	59	d	64.03	NULL	語苑十二
1357	續忙速速就沒記得	59	d	64.04	NULL	語苑十二
1358	脫自己的帽仔起來、	59	d	64.05	NULL	語苑十二
1359	續對隔壁的讀書人的帽仔	59	d	64.06	NULL	語苑十二
1360	提起來了、如此生此個輕忽的人、	59	d	64.07	NULL	語苑十二
1361	被眾人笑到要死。	59	d	64.08	NULL	語苑十二
1362	NULL	59	e	61	NULL	語苑十二
1363	古早某所在有一個打獵的人、	59	e	61.01	NULL	語苑十二
1364	出去打獵、看見一隻大隻鳥、	59	e	61.02	NULL	語苑十二
1365	飛來宿在伊的面前的樹枝裡。	59	e	61.03	NULL	語苑十二
1366	彼隻鳥、翼長有六七尺、	59	e	61.04	NULL	語苑十二
1367	目睭的大到有一寸。	59	e	61.05	NULL	語苑十二
1368	彼個打獵的想講、這是甚麼鳥、	59	e	62.01	NULL	語苑十二
1369	翼雖然是長、豈沒連捷、目睭彼大、	59	e	62.02	NULL	語苑十二
1370	卻無明朗。就微倚去、	59	e	62.03	NULL	語苑十二
1371	想要gia銃來打、	59	e	62.04	NULL	語苑十二
1372	忽然看見一隻amu虫占虫齊、	59	e	62.05	NULL	語苑十二
1373	宿在樹頂蔭影的所在、大細聲在啼、	59	e	62.06	NULL	語苑十二
1374	不止好聽、親像真得訣的款式、	59	e	62.07	NULL	語苑十二
1375	卻不知後面彼隻草猿要來拿伊。	59	e	62.08	NULL	語苑十二
1376	彼隻草猿顧amu虫占虫齊、	59	e	62.09	NULL	語苑十二
1377	趖倚去要拿伊、	59	e	62.1	NULL	語苑十二
1378	卻不知後面彼隻大隻鳥、	59	e	62.11	NULL	語苑十二
1379	在要跳倚去琢伊。	59	e	62.12	NULL	語苑十二
1380	彼隻鳥顧要琢草猿的時、	59	e	63.01	NULL	語苑十二
1381	亦不知後面有打獵的人、要共伊打。	59	e	63.02	NULL	語苑十二
1382	打獵的看見彼號款式、就食一驚、	59	e	63.03	NULL	語苑十二
1383	即吐氣講、世間攏是如此、	59	e	63.04	NULL	語苑十二
1384	顧在目前的利益、無顧後面的陷害、	59	e	63.05	NULL	語苑十二
1385	我若干乾顧要打彼隻鳥、	59	e	63.06	NULL	語苑十二
1386	不知後面有虎、抑是獅、	59	e	63.07	NULL	語苑十二
1387	要來咬我抑無。就將彼枝銃收起來、	59	e	63.08	NULL	語苑十二
1388	赶緊返去厝。現時此欵的事情真多、	59	e	63.09	NULL	語苑十二
1389	強猛的人欺負軟弱、序大欺負序細、	59	e	63.1	NULL	語苑十二
1390	好額欺負瘦窮、尊貴凌辱下賤、	59	e	63.11	NULL	語苑十二
1391	是只有目睭前的快活、	59	e	63.12	NULL	語苑十二
1392	攏無顧後來的禍患。俗語講、	59	e	64.01	NULL	語苑十二
1393	人要害人天不肯	59	e	64.02	NULL	語苑十二
1394	天要害人在目前。咱更較有勢力、	59	e	64.03	NULL	語苑十二
1395	按怎樣的富貴、	59	e	64.04	NULL	語苑十二
1396	亦尚有一個更較大氣力的	59	e	64.05	NULL	語苑十二
1397	kia在咱的後面、	59	e	64.06	NULL	語苑十二
1398	連鞭要責罰彼等。	59	e	64.07	NULL	語苑十二
1399	NULL	59	f	39	NULL	語苑十二
1400	台灣查某人、無論少年半老、	59	f	39.01	NULL	語苑十二
1401	偷趁食的大沉多、	59	f	39.02	NULL	語苑十二
1402	無較下等的人、尚更較多。	59	f	40.01	NULL	語苑十二
1403	查某囝仔若到十四五歲、	59	f	40.02	NULL	語苑十二
1404	就別個人招伊趁食、	59	f	40.03	NULL	語苑十二
1405	此個卻亦法度、	59	f	40.04	NULL	語苑十二
1406	不拘有個是inu生母做牽公、	59	f	40.05	NULL	語苑十二
1407	強強使inu趁、	59	f	40.06	NULL	語苑十二
1408	在打壞心肝子的節操。此欵算是	59	f	40.07	NULL	語苑十二
1409	inu家內極艱苦度日的基因、	59	f	40.08	NULL	語苑十二
1410	雖然是如此、對外面有見羞的心、	59	f	40.09	NULL	語苑十二
1411	就却亦好、反轉想講、	59	f	40.1	NULL	語苑十二
1412	趁食查某是穿好衫、金首飾、	59	f	40.11	NULL	語苑十二
1413	無做出力的工、是較體面、	59	f	40.12	NULL	語苑十二
1414	此辦人真不好。	59	f	40.13	NULL	語苑十二
1415	這自然是家內較窮、更無教育、	59	f	41.01	NULL	語苑十二
1416	不知是節操按怎、	59	f	41.02	NULL	語苑十二
1417	沒曉見羞的人的事情、	59	f	41.03	NULL	語苑十二
1418	總是從中有相當的財產、	59	f	41.04	NULL	語苑十二
1419	有智識的查某囝仔、要行彼欵、	59	f	41.05	NULL	語苑十二
1420	就實在沒堪得講的。	59	f	41.06	NULL	語苑十二
1421	少年的時專在趁、即變怠惰、	59	f	41.07	NULL	語苑十二
1422	不愛做正經的工、心肝浮漂去、	59	f	41.08	NULL	語苑十二
1423	尚學賭博染著歹症頭、	59	f	41.09	NULL	語苑十二
1424	受真多的苦難、有個醫沒好。	59	f	41.1	NULL	語苑十二
1425	假使嫁夫、亦沒曉得厝內的事情、	59	f	41.11	NULL	語苑十二
1426	對inu夫怎樣行、	59	f	41.12	NULL	語苑十二
1427	對inu序大按怎做、	59	f	41.13	NULL	語苑十二
1428	攏沒曉、干乾能曉得討客兄、姦通、	59	f	42.01	NULL	語苑十二
1429	與人講加話的事情、實在真無路用、	59	f	42.02	NULL	語苑十二
1430	不但inu較無路用、	59	f	42.03	NULL	語苑十二
1431	查晡人被inu所陷害是講沒了。	59	f	42.04	NULL	語苑十二
1432	NULL	59	f	62	NULL	語苑十二
1433	古早有一個猛人、看見二隻虎、	59	f	62.01	NULL	語苑十二
1434	公家食一隻牛、就要去打彼二隻虎。	59	f	62.02	NULL	語苑十二
1435	有跟從伊的人講、虎算是猛獸、	59	f	62.03	NULL	語苑十二
1436	牛是好食的物、的確能相爭食、	59	f	62.04	NULL	語苑十二
1437	若相爭食、	59	f	62.05	NULL	語苑十二
1438	就能相咬、亦相咬了、	59	f	63.01	NULL	語苑十二
1439	大隻的敢能著傷、細隻的敢能死、	59	f	63.02	NULL	語苑十二
1440	汝等候霎仔久、刣彼隻著傷的虎、	59	f	63.03	NULL	語苑十二
1441	敢無一舉兩得麼、	59	f	63.04	NULL	語苑十二
1442	如此就免打虎的勞苦、	59	f	63.05	NULL	語苑十二
1443	更得著二隻虎麼。伊就等候無若久、	59	f	63.06	NULL	語苑十二
1444	果然二隻虎相咬、	59	f	63.07	NULL	語苑十二
1445	細隻的被咬著要死要死、	59	f	63.08	NULL	語苑十二
1446	大隻的亦著重傷、	59	f	63.09	NULL	語苑十二
1447	伊即倚去將彼二隻突死、扛返來厝。	59	f	63.1	NULL	語苑十二
1448	今咱人、無論做甚麼事情、	59	f	63.11	NULL	語苑十二
1449	著親像如此、	59	f	63.12	NULL	語苑十二
1450	不可一味靠勇猛來硬硬要做、	59	f	64.01	NULL	語苑十二
1451	攏著隨機應變、看時勢即可振動、	59	f	64.02	NULL	語苑十二
1452	就較不免費傷多的氣力、	59	f	64.03	NULL	語苑十二
1453	更成功亦大。	59	f	64.04	NULL	語苑十二
1454	NULL	59	g	18	NULL	語苑十二
1455	唉、恁查晡人與查某人、	59	g	18.01	NULL	語苑十二
1456	按怎樣在相爭。大人啊、	59	g	18.02	NULL	語苑十二
1457	汝來真幸哉、	59	g	18.03	NULL	語苑十二
1458	我與此個查晡在相爭的理由、	59	g	18.04	NULL	語苑十二
1459	講一遍給汝聽、實在是如此嘮、	59	g	18.05	NULL	語苑十二
1460	適適滿八年前、此查晡的老母死去、	59	g	18.06	NULL	語苑十二
1461	彼候伊講無錢無可買棺柴、	59	g	18.07	NULL	語苑十二
1462	所以講要與我借二十五元、	59	g	19.01	NULL	語苑十二
1463	若是借二十五元、	59	g	19.02	NULL	語苑十二
1464	即將伊的大查某囝要分我、	59	g	19.03	NULL	語苑十二
1465	所以我即借伊二十五元、	59	g	19.04	NULL	語苑十二
1466	伊是借了到今毋錢是免講、	59	g	19.05	NULL	語苑十二
1467	利息一厘錢嗎無納、	59	g	19.06	NULL	語苑十二
1468	適適此候撞著伊、	59	g	19.07	NULL	語苑十二
1469	我講更一半日仔就要chua7	59	g	19.08	NULL	語苑十二
1470	伊的查某囝、	59	g	19.09	NULL	語苑十二
1471	不拘今講著二百五十元即要、	59	g	19.1	NULL	語苑十二
1472	若是無二百五十元、伊著不給我、	59	g	19.11	NULL	語苑十二
1473	伊講真拗慢、所以即在相爭。唉、	59	g	19.12	NULL	語苑十二
1474	查晡人適仔查某人講的話有影無。	59	g	19.13	NULL	語苑十二
1475	彼個是有影咧、	59	g	20.01	NULL	語苑十二
1476	不拘此查某人講愛我的查某囝、	59	g	20.02	NULL	語苑十二
1477	總是八年前到今攏是我飼的、	59	g	20.03	NULL	語苑十二
1478	伊是衫褲與錢攏無寄給我、	59	g	20.04	NULL	語苑十二
1479	此當時米與布真正貴、	59	g	20.05	NULL	語苑十二
1480	干乾二十五元借我而已、若是將如此	59	g	20.06	NULL	語苑十二
1481	被伊chua7去我的查某囝、	59	g	20.07	NULL	語苑十二
1482	我了錢尚更了工真多、	59	g	20.08	NULL	語苑十二
1483	所以我講二百五十元、	59	g	20.09	NULL	語苑十二
1484	是應該的事情。恁双旁講的話、	59	g	20.1	NULL	語苑十二
1485	有情理是有情理、	59	g	20.11	NULL	語苑十二
1486	總是老母死去的時候借二十五元、	59	g	20.12	NULL	語苑十二
1487	彼號銀是能講咧若準人情錢、	59	g	20.13	NULL	語苑十二
1488	更八年到今查某囝給伊飼到彼大傼、	59	g	20.14	NULL	語苑十二
1489	彼個是能講咧恩人、	59	g	21.01	NULL	語苑十二
1490	詳細講起來大家恩人與恩銀、	59	g	21.02	NULL	語苑十二
1491	本成双旁彼呢有人情、今著勿相爭、	59	g	21.03	NULL	語苑十二
1492	大家參詳息去即好。	59	g	21.04	NULL	語苑十二
1493	NULL	59	g	30	NULL	語苑十二
1494	本島人真賢講歹嘴。	59	g	30.01	NULL	語苑十二
1495	許賢講歹嘴的人、	59	g	30.02	NULL	語苑十二
1496	別個所在亦打算敢較罕得。	59	g	30.03	NULL	語苑十二
1497	尚彼等歹嘴、大半較加、	59	g	30.04	NULL	語苑十二
1498	是講下身的話。講姦怎樣咯、乙咯、	59	g	30.05	NULL	語苑十二
1499	玍咯、腳尻咯、尚有講人著死咯。	59	g	30.06	NULL	語苑十二
1500	人若罵一聲、就罵伊幾仔聲、	59	g	31.01	NULL	語苑十二
1501	伊若姦一下、我亦姦幾仔句來較贏、	59	g	31.02	NULL	語苑十二
1502	攏不肯相讓、擾擾滾、	59	g	31.03	NULL	語苑十二
1503	攏總是用彼的歹嘴、實在沒堪得聽、	59	g	31.04	NULL	語苑十二
1504	尚且更查某人。	59	g	31.05	NULL	語苑十二
1505	近來內地人亦學彼號歹嘴、	59	g	31.06	NULL	語苑十二
1506	無甚麼意思亦講姦恁怎樣、	59	g	31.07	NULL	語苑十二
1507	真不好聽。俗語在講、近朱著赤、	59	g	31.08	NULL	語苑十二
1508	近墨著黑、大家著斟酌來緊改、	59	g	31.09	NULL	語苑十二
1509	即能用得。	59	g	31.1	NULL	語苑十二
1510	NULL	59	g	31	NULL	語苑十二
1511	內地人要拭鼻水的時、攏是用紙、	59	g	31.01	NULL	語苑十二
1512	尚是布類來拭。	59	g	31.02	NULL	語苑十二
1513	本島人不是如此、攏總用手指頭仔、	59	g	32.01	NULL	語苑十二
1514	壓一邊的鼻空、	59	g	32.02	NULL	語苑十二
1515	尚對別個鼻空大力口氣、	59	g	32.03	NULL	語苑十二
1516	可鼻水續掅出來、即用手來拭拭。	59	g	32.04	NULL	語苑十二
1517	如此穩當能染著手濫糝、	59	g	32.05	NULL	語苑十二
1518	即著拭手。此欵法度在掅鼻、	59	g	32.06	NULL	語苑十二
1519	是無論何一個所在、厝內亦有、	59	g	32.07	NULL	語苑十二
1520	厝外亦有、房間內嗎是如此、	59	g	32.08	NULL	語苑十二
1521	便所亦如此、火車頭、或是火車內、	59	g	32.09	NULL	語苑十二
1522	都有。尚染著手的鼻水、	59	g	32.1	NULL	語苑十二
1523	有時用衫褲拭、亦有時卓腳、	59	g	32.11	NULL	語苑十二
1524	椅頂、柱仔、箱仔、窓仔門、	59	g	33.01	NULL	語苑十二
1525	石砛仔、去到彼所在都拭鼻水、	59	g	33.02	NULL	語苑十二
1526	真正濫糝無清氣、	59	g	33.03	NULL	語苑十二
1527	更衛生上亦真不好。	59	g	33.04	NULL	語苑十二
1528	NULL	59	h	35	NULL	語苑十二
1529	臺灣人有一子双祧。	59	h	35.01	NULL	語苑十二
1530	一子双祧即有一個查晡有二個妻。	59	h	35.02	NULL	語苑十二
1531	尚有如夫人就是細姨。	59	h	35.03	NULL	語苑十二
1532	大妻免講亦有。	59	h	35.04	NULL	語苑十二
1533	細姨分別第一第二第三、	59	h	35.05	NULL	語苑十二
1534	有個五六個細姨。如此生一個查晡人	59	h	35.06	NULL	語苑十二
1535	飼幾仔個查某人住、不親像人欵、	59	h	35.07	NULL	語苑十二
1536	沒見沒羞、反轉想講查晡人的氣力、	59	h	35.08	NULL	語苑十二
1537	查晡的才調、別人亦稱美伊賢。	59	h	36.01	NULL	語苑十二
1538	各個查某人相爭欲被查晡人痛、	59	h	36.02	NULL	語苑十二
1539	不即不時無和鬧事了了。	59	h	36.03	NULL	語苑十二
1540	屢屢聽見講細姨吊頷死、	59	h	36.04	NULL	語苑十二
1541	食阿片煙膏自盡、	59	h	36.05	NULL	語苑十二
1542	這就是一夫多妻的歹風俗起因的。	59	h	36.06	NULL	語苑十二
1543	NULL	59	h	54	NULL	語苑十二
1544	我頂日去東京看戲、	59	h	54.01	NULL	語苑十二
1545	彼號戲是有一間較貧的厝、	59	h	54.02	NULL	語苑十二
1546	彼間厝有一個老母、	59	h	54.03	NULL	語苑十二
1547	尚更有二個兄弟、	59	h	54.04	NULL	語苑十二
1548	彼老母破病真久在睏、	59	h	54.05	NULL	語苑十二
1549	有一日真寒又更落雪、	59	h	54.06	NULL	語苑十二
1550	老母寒到tonbe沒住的欵、	59	h	54.07	NULL	語苑十二
1551	所以兄弟參詳、各個脫一領衫起來、	59	h	54.08	NULL	語苑十二
1552	給老母蓋、不拘老母顧囝仔、	59	h	54.09	NULL	語苑十二
1553	不甘蓋彼領衫、	59	h	54.1	NULL	語苑十二
1554	彼時候看見彼欵有孝的子、真感心、	59	h	54.11	NULL	語苑十二
1555	我tonbe沒住目屎續流出來、	59	h	54.12	NULL	語苑十二
1556	我想著彼號戲、	59	h	54.13	NULL	語苑十二
1557	是實在能做得人的模範、	59	h	55.01	NULL	語苑十二
1558	各個囝仔著有孝父母、	59	h	55.02	NULL	語苑十二
1559	父母是惜囝仔、即能講得好家風、	59	h	55.03	NULL	語苑十二
1560	算是真好的事情。	59	h	55.04	NULL	語苑十二
1561	NULL	59	h	56	NULL	語苑十二
1562	有一個賣萬年龜的、	59	h	56.01	NULL	語苑十二
1563	在彼街裡在賣萬年龜、	59	h	56.02	NULL	語苑十二
1564	有一個好額人、	59	h	56.03	NULL	語苑十二
1565	與伊買去隔日彼隻龜遂死去、	59	h	56.04	NULL	語苑十二
1566	彼個人即來尋彼個賣萬年龜的講、	59	h	57.01	NULL	語苑十二
1567	汝昨日賣我彼隻、是萬年龜了口荷、	59	h	57.02	NULL	語苑十二
1568	伊講是了、彼個買萬年龜的人就講、	59	h	57.03	NULL	語苑十二
1569	若是萬年龜、按怎昨日著死、	59	h	57.04	NULL	語苑十二
1570	罵萬年龜即講、	59	h	57.05	NULL	語苑十二
1571	彼是到萬年的期限了。	59	h	57.06	NULL	語苑十二
1572	NULL	59	h	62	NULL	語苑十二
1573	城市的狐狸曾辦桌請田庄的狐狸、	59	h	62.01	NULL	語苑十二
1574	在覆绒氈的桌頂鋪	59	h	62.02	NULL	語苑十二
1575	排牛乳嘮果子糕嘮、	59	h	62.03	NULL	語苑十二
1576	抑是番仔餅的欵的	59	h	62.04	NULL	語苑十二
1577	算在田庄沒得嗅氣味的珍饈、	59	h	62.05	NULL	語苑十二
1578	二個若講多閑話	59	h	62.06	NULL	語苑十二
1579	若開桌吃到心適的時、	59	h	62.07	NULL	語苑十二
1580	彼刻不知疎子門倒落去抑不是、	59	h	62.08	NULL	語苑十二
1581	聽見聲傍一下、	59	h	63.01	NULL	語苑十二
1582	城市的狐狸粘捷走離、	59	h	63.02	NULL	語苑十二
1583	田庄的狐狸亦隨伊緩緩仔走去、	59	h	63.03	NULL	語苑十二
1584	更較無若久、聲默靜去城市的狐狸	59	h	63.04	NULL	語苑十二
1585	從穴內把出來、口斗田庄的狐狸講、	59	h	63.05	NULL	語苑十二
1586	來呢請汝緊食息即好、	59	h	63.06	NULL	語苑十二
1587	田庄的狐狸應伊講、	59	h	63.07	NULL	語苑十二
1588	今我不敢食腥繰、在田庄我的厝裡	59	h	63.08	NULL	語苑十二
1589	雖然無腥繰而已	59	h	63.09	NULL	語苑十二
1590	不拘心肝能安定可食、	59	h	63.1	NULL	語苑十二
1591	這惡形的暢樂我不敢、	59	h	63.11	NULL	語苑十二
1592	若講如此緊緊走返去。	59	h	63.12	NULL	語苑十二
1593	NULL	59	i	34	NULL	語苑十二
1594	本島人的其中忘恩背義的不止多。	59	i	34.01	NULL	語苑十二
1595	往過有受真大的恩情的、	59	i	35.01	NULL	語苑十二
